Rk;Name;Age;Tm;Lg;W;L;W-L%;ERA;G;GS;GF;CG;SHO;SV;IP;H;R;ER;HR;BB;IBB;SO;HBP;BK;WP;BF;ERA+;FIP;WHIP;H9;HR9;BB9;SO9;SO/W
437;Jesús Luzardo*;25;MIA;NL;8;5;0.615;3.34;20;20;0;0;0;0;113.1;102;45;42;12;30;1;131;5;0;2;463;130;3.28;1.165;8.1;1;2.4;10.4;4.37
438;Jordan Lyles;32;KCR;AL;1;11;0.083;6.05;18;18;0;1;0;0;102.2;98;74;69;20;31;0;73;1;0;6;434;73;5.33;1.256;8.6;1.8;2.7;6.4;2.35
439;Daniel Lynch IV*;26;KCR;AL;3;4;0.429;4.64;9;9;0;0;0;0;52.1;50;29;27;9;16;0;34;1;1;1;223;95;5.2;1.261;8.6;1.5;2.8;5.8;2.13
440;Lance Lynn;36;CHW;AL;6;9;0.4;6.18;20;20;0;0;0;0;115;123;87;79;28;43;1;139;5;0;3;510;71;5.29;1.443;9.6;2.2;3.4;10.9;3.23
441;Andrés Machado;30;WSN;NL;0;0;0;8.47;14;0;2;0;0;0;17;25;16;16;6;5;0;12;0;1;1;78;50;7.35;1.765;13.2;3.2;2.6;6.4;2.4
442;Bligh Madris;27;HOU;AL;0;0;0;9;1;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;4;63;19.29;2;9;9;9;0;0
443;Kenta Maeda;35;MIN;AL;2;5;0.286;5.1;9;9;0;0;0;0;42.1;41;25;24;5;12;0;50;0;0;2;175;85;3.31;1.252;8.7;1.1;2.6;10.6;4.17
444;Tyler Mahle;28;MIN;AL;1;2;0.333;3.16;5;5;0;0;0;0;25.2;22;11;9;5;5;0;28;0;0;0;102;138;4.22;1.052;7.7;1.8;1.8;9.8;5.6
445;Luke Maile;32;CIN;NL;0;0;0;4.5;2;0;2;0;0;0;2;4;1;1;0;0;0;0;0;0;0;10;122;3.29;2;18;0;0;0;0
446;Sean Manaea*;31;SFG;NL;3;3;0.5;5.86;23;6;1;0;0;0;66;66;51;43;8;27;0;80;7;0;2;295;73;3.99;1.409;9;1.1;3.7;10.9;2.96
447;Matt Manning;25;DET;AL;3;1;0.75;3.19;7;7;0;0;0;0;36.2;25;14;13;4;12;0;25;4;0;0;146;136;4.65;1.009;6.1;1;2.9;6.1;2.08
448;Alek Manoah;25;TOR;AL;2;8;0.2;6.18;15;15;0;0;0;0;67;76;50;46;12;47;0;56;5;3;3;323;68;6.27;1.836;10.2;1.6;6.3;7.5;1.19
449;Joe Mantiply*;32;ARI;NL;1;0;1;5.74;13;0;5;0;0;0;15.2;16;10;10;3;1;0;14;0;0;0;62;76;4.18;1.085;9.2;1.7;0.6;8;14
450;Ron Marinaccio;27;NYY;AL;4;5;0.444;3.61;41;0;7;0;0;2;42.1;31;20;17;4;24;0;48;5;0;2;181;118;4.3;1.299;6.6;0.9;5.1;10.2;2
451;Germán Márquez;28;COL;NL;2;2;0.5;4.95;4;4;0;0;0;0;20;19;11;11;4;3;0;17;0;1;0;80;103;4.64;1.1;8.6;1.8;1.4;7.7;5.67
452;Alec Marsh;25;KCR;AL;0;4;0;6.2;4;4;0;0;0;0;20.1;19;15;14;8;10;0;24;3;0;1;91;72;7.96;1.426;8.4;3.5;4.4;10.6;2.4
453;Yunior Marte;28;PHI;NL;0;1;0;5.54;28;0;6;0;0;1;26;31;21;16;4;10;0;25;1;0;0;119;78;4.64;1.577;10.7;1.4;3.5;8.7;2.5
454;Chris Martin;37;BOS;AL;3;1;0.75;1.47;32;0;8;0;0;1;30.2;27;5;5;1;4;1;27;0;0;1;120;320;2.34;1.011;7.9;0.3;1.2;7.9;6.75
455;Adrián Martinez;26;OAK;AL;0;0;0;5.7;11;0;5;0;0;0;23.2;25;15;15;3;8;0;20;1;0;1;102;72;4.39;1.394;9.5;1.1;3;7.6;2.5
456;Justin Martinez;21;ARI;NL;0;0;0;18.9;4;0;2;0;0;0;3.1;8;7;7;1;5;1;4;1;0;0;25;25;10.19;3.9;21.6;2.7;13.5;10.8;0.8
457;Nick Martinez;32;SDP;NL;4;3;0.571;3.95;41;4;5;0;0;1;70.2;65;33;31;10;25;1;60;1;0;2;295;104;4.53;1.274;8.3;1.3;3.2;7.6;2.4
458;Seth Martinez;28;HOU;AL;2;3;0.4;3.96;31;0;7;0;0;1;38.2;37;21;17;3;17;2;43;6;0;0;172;107;3.86;1.397;8.6;0.7;4;10;2.53
459;Miles Mastrobuoni;27;CHC;NL;0;0;0;108;1;0;1;0;0;0;0.1;4;4;4;1;0;0;0;0;0;0;5;8;42.29;12;108;27;0;0;0
460;Phil Maton;30;HOU;AL;2;3;0.4;2.44;47;0;5;0;0;1;48;32;17;13;3;16;2;52;7;0;1;193;173;3.37;1;6;0.6;3;9.8;3.25
461;Steven Matz*;32;STL;NL;1;7;0.125;4.67;21;13;2;0;0;0;81;90;45;42;10;29;0;79;3;2;2;356;93;4.13;1.469;10;1.1;3.2;8.8;2.72
462;Dustin May;25;LAD;NL;4;1;0.8;2.63;9;9;0;0;0;0;48;29;14;14;1;16;0;34;2;0;1;187;169;3.27;0.938;5.4;0.2;3;6.4;2.13
463;Trevor May;33;OAK;AL;2;4;0.333;4.73;29;0;17;0;0;9;26.2;21;16;14;4;23;4;23;3;0;2;125;87;6.44;1.65;7.1;1.4;7.8;7.8;1
464;Mike Mayers;31;KCR;AL;1;2;0.333;6.15;6;2;0;0;0;0;26.1;34;19;18;4;10;0;17;0;0;2;119;72;5.11;1.671;11.6;1.4;3.4;5.8;1.7
465;Tim Mayza*;31;TOR;AL;1;1;0.5;1.1;44;0;7;0;0;1;32.2;28;5;4;0;6;0;33;0;0;0;126;383;1.82;1.041;7.7;0;1.7;9.1;5.5
466;James McArthur;26;KCR;AL;0;0;0;63;1;0;0;0;0;0;1;6;7;7;1;1;0;0;0;0;0;10;9;19.29;7;54;9;9;0;0
467;Darren McCaughan;27;SEA;AL;0;0;0;6.75;2;0;2;0;0;0;4;6;4;3;1;3;0;7;0;0;0;22;66;5.29;2.25;13.5;2.3;6.8;15.8;2.33
468;Shane McClanahan*;26;TBR;AL;11;1;0.917;2.89;19;19;0;0;0;0;106;82;34;34;12;41;0;112;0;0;1;429;142;3.81;1.16;7;1;3.5;9.5;2.73
469;T.J. McFarland*;34;NYM;NL;0;1;0;5.4;3;0;1;0;0;0;1.2;4;2;1;0;1;0;2;1;0;0;11;93;4.49;3;21.6;0;5.4;10.8;2
470;Easton McGee;25;SEA;AL;0;0;0;0;1;1;0;0;0;0;6.2;1;0;0;0;1;0;2;0;0;0;22;0;3.14;0.3;1.4;0;1.4;2.7;2
471;Scott McGough;33;ARI;NL;1;6;0.143;3.88;43;0;17;0;0;7;48.2;35;24;21;6;20;2;60;1;0;1;201;110;3.72;1.13;6.5;1.1;3.7;11.1;3
472;Collin McHugh;36;ATL;NL;3;1;0.75;3.54;30;1;2;0;0;0;40.2;49;20;16;3;14;0;29;4;0;0;182;128;4.15;1.549;10.8;0.7;3.1;6.4;2.07
473;Ryan McKenna;26;BAL;AL;0;0;0;18;1;0;1;0;0;0;1;4;2;2;0;0;0;0;0;0;0;6;32;3.29;4;36;0;0;0;0
474;Triston McKenzie;25;CLE;AL;0;1;0;4.5;2;2;0;0;0;0;10;8;5;5;1;4;0;15;0;0;1;42;95;2.79;1.2;7.2;0.9;3.6;13.5;3.75
475;Zach McKinstry;28;DET;AL;0;0;0;18;1;0;1;0;0;0;1;3;2;2;1;0;0;0;0;0;0;6;32;16.29;3;27;9;0;0;0
476;Nick Mears;26;COL;NL;0;0;0;2.57;5;0;2;0;0;0;7;4;2;2;0;4;0;8;0;0;0;29;204;2.72;1.143;5.1;0;5.1;10.3;2
477;Victor Mederos;22;LAA;AL;0;0;0;13.5;2;0;1;0;0;0;2;4;3;3;0;3;0;2;1;0;0;14;39;7.29;3.5;18;0;13.5;9;0.67
478;Luis Medina;24;OAK;AL;3;7;0.3;5.79;13;9;0;0;0;0;65.1;67;44;42;11;33;1;64;1;0;7;291;70;5.08;1.531;9.2;1.5;4.5;8.8;1.94
479;Trevor Megill;29;MIL;NL;1;0;1;4.6;15;0;5;0;0;0;15.2;16;8;8;0;7;0;21;1;0;2;70;96;2.14;1.468;9.2;0;4;12.1;3
480;Tylor Megill;27;NYM;NL;6;4;0.6;5.17;15;15;0;0;0;0;71.1;80;49;41;9;39;0;58;4;0;3;327;80;5.11;1.668;10.1;1.1;4.9;7.3;1.49
481;J.C. Mejía;26;MIL;NL;1;0;1;5.4;4;0;2;0;0;0;3.1;5;2;2;1;0;0;3;0;0;0;13;89;5.39;1.5;13.5;2.7;0;8.1;0
482;Julian Merryweather;31;CHC;NL;3;0;1;4.01;43;0;12;0;0;0;42.2;42;20;19;4;22;0;58;0;0;2;190;112;3.34;1.5;8.9;0.8;4.6;12.2;2.64
483;Keynan Middleton;29;CHW;AL;2;2;0.5;3.41;37;0;6;0;0;2;34.1;28;14;13;5;15;0;44;1;0;1;145;129;4.02;1.252;7.3;1.3;3.9;11.5;2.93
484;Miles Mikolas;34;STL;NL;6;5;0.545;4.33;22;22;0;0;0;0;126.2;141;62;61;12;25;0;86;6;0;2;543;100;3.9;1.311;10;0.9;1.8;6.1;3.44
485;Wade Miley*;36;MIL;NL;6;2;0.75;3.06;13;13;0;0;0;0;67.2;59;23;23;8;19;0;46;2;0;1;275;142;4.4;1.153;7.8;1.1;2.5;6.1;2.42
486;Bobby Miller;24;LAD;NL;6;1;0.857;4.28;10;10;0;0;0;0;54.2;49;26;26;5;16;0;53;4;0;3;228;104;3.64;1.189;8.1;0.8;2.6;8.7;3.31
487;Brad Miller;33;TEX;AL;0;0;0;13.5;1;0;1;0;0;0;2;2;3;3;1;2;0;0;0;0;0;9;38;12.79;2;9;4.5;9;0;0
488;Bryce Miller;24;SEA;AL;6;3;0.667;3.5;13;13;0;0;0;0;69.1;52;27;27;7;15;0;64;2;0;1;272;117;3.49;0.966;6.8;0.9;1.9;8.3;4.27
489;Mason Miller;24;OAK;AL;0;2;0;3.38;4;4;0;0;0;0;21.1;14;8;8;1;7;0;22;2;0;2;85;122;3.1;0.984;5.9;0.4;3;9.3;3.14
490;Shelby Miller;32;LAD;NL;1;0;1;2.4;25;0;10;0;0;1;30;12;8;8;3;18;1;31;2;0;1;120;186;4.52;1;3.6;0.9;5.4;9.3;1.72
491;Tyson Miller;27;MIL;NL;0;0;0;5.79;7;0;6;0;0;0;9.1;9;6;6;2;3;0;7;1;0;1;41;78;5.86;1.286;8.7;1.9;2.9;6.8;2.33
492;Alec Mills;31;CIN;NL;0;0;0;18;1;0;0;0;0;0;1;4;5;2;1;1;0;0;1;0;1;10;35;22.29;5;36;9;9;0;0
493;Hoby Milner*;32;MIL;NL;2;0;1;2.31;44;0;1;0;0;0;39;33;10;10;4;9;0;36;2;0;0;154;189;3.62;1.077;7.6;0.9;2.1;8.3;4
494;Tommy Milone*;36;SEA;AL;0;1;0;2;2;2;0;0;0;0;9;7;3;2;1;6;0;3;0;0;0;40;213;6.07;1.444;7;1;6;3;0.5
495;A.J. Minter*;29;ATL;NL;3;5;0.375;4.91;44;0;16;0;0;10;40.1;34;22;22;4;10;0;50;0;1;1;158;92;2.84;1.091;7.6;0.9;2.2;11.2;5
496;Anthony Misiewicz*;28;TOT;MLB;1;0;1;8.64;8;0;2;0;0;0;8.1;15;8;8;2;3;0;6;0;0;2;42;53;6.05;2.16;16.2;2.2;3.2;6.5;2
497;Anthony Misiewicz*;28;ARI;NL;1;0;1;5.63;7;0;1;0;0;0;8;11;5;5;1;3;0;6;0;0;2;37;79;4.54;1.75;12.4;1.1;3.4;6.8;2
498;Anthony Misiewicz*;28;DET;AL;0;0;0;81;1;0;1;0;0;0;0.1;4;3;3;1;0;0;0;0;0;0;5;11;42.29;12;108;27;0;0;0
499;Carmen Mlodzinski;24;PIT;NL;1;2;0.333;2.45;13;1;3;0;0;0;14.2;10;8;4;2;6;0;12;1;0;0;60;186;4.86;1.091;6.1;1.2;3.7;7.4;2
500;Sam Moll*;31;OAK;AL;0;3;0;4.58;41;1;9;0;0;1;35.1;32;19;18;1;16;3;44;7;0;4;158;89;3.12;1.358;8.2;0.3;4.1;11.2;2.75
501;Rafael Montero;32;HOU;AL;2;3;0.4;6.26;40;0;16;0;0;1;41.2;47;31;29;8;17;0;43;3;0;0;184;67;5.16;1.536;10.2;1.7;3.7;9.3;2.53
502;Jordan Montgomery*;30;STL;NL;6;7;0.462;3.14;19;19;0;0;0;0;109;105;44;38;10;29;0;101;2;0;2;456;138;3.48;1.229;8.7;0.8;2.4;8.3;3.48
503;Matt Moore*;34;LAA;AL;3;1;0.75;2.17;26;0;4;0;0;0;29;18;8;7;4;8;2;27;2;0;0;111;207;4.25;0.897;5.6;1.2;2.5;8.4;3.38
504;McKinley Moore;24;PHI;NL;0;0;0;18.9;3;0;0;0;0;0;3.1;5;7;7;1;5;0;2;2;0;0;21;25;12.29;3;13.5;2.7;13.5;5.4;0.4
505;Jovani Moran*;26;MIN;AL;2;2;0.5;4.31;38;0;10;0;0;0;39.2;31;21;19;3;22;1;46;0;0;2;167;101;3.62;1.336;7;0.7;5;10.4;2.09
506;Adrián Morejón*;24;SDP;NL;0;0;0;7;8;1;1;0;0;0;9;14;7;7;1;5;0;8;0;0;1;44;61;4.62;2.111;14;1;5;8;1.6
507;Dauri Moreta;27;PIT;NL;4;2;0.667;3.32;43;0;10;0;0;1;43.1;29;18;16;3;20;1;59;3;0;3;179;135;3.06;1.131;6;0.6;4.2;12.3;2.95
508;Eli Morgan;27;CLE;AL;4;1;0.8;2.43;37;0;8;0;0;1;40.2;38;15;11;5;11;1;42;0;1;0;172;171;3.63;1.205;8.4;1.1;2.4;9.3;3.82
509;Reyes Moronta;30;LAA;AL;0;0;0;6.75;2;0;0;0;0;0;1.1;4;1;1;1;3;0;2;0;0;1;11;83;16.79;5.25;27;6.8;20.3;13.5;0.67
510;Cody Morris;26;CLE;AL;0;0;0;9;4;0;1;0;0;0;4;7;4;4;3;2;0;6;0;0;0;20;50;11.54;2.25;15.8;6.8;4.5;13.5;3
511;Charlie Morton;39;ATL;NL;10;7;0.588;3.36;19;19;0;0;0;0;109.2;104;45;41;10;46;1;119;5;2;1;473;134;3.7;1.368;8.5;0.8;3.8;9.8;2.59
512;Zach Muckenhirn*;28;NYM;NL;0;0;0;6;3;0;1;0;0;0;6;11;4;4;0;2;0;3;1;0;0;31;73;3.79;2.167;16.5;0;3;4.5;1.5
513;Kyle Muller*;25;OAK;AL;1;4;0.2;7.79;11;11;0;0;0;0;52;75;45;45;10;27;1;37;3;0;2;253;52;6.1;1.962;13;1.7;4.7;6.4;1.37
514;Andrés Muñoz;24;SEA;AL;2;3;0.4;2.66;21;0;2;0;0;1;20.1;13;6;6;1;8;0;30;1;0;1;83;157;2.31;1.033;5.8;0.4;3.5;13.3;3.75
515;Penn Murfee;29;SEA;AL;1;2;0.333;1.29;16;0;3;0;0;0;14;5;5;2;1;10;3;16;1;1;0;58;327;4.29;1.071;3.2;0.6;6.4;10.3;1.6
516;Chris Murphy*;25;BOS;AL;0;0;0;1.69;7;0;2;0;0;0;21.1;15;4;4;1;9;0;23;0;0;2;88;280;3.01;1.125;6.3;0.4;3.8;9.7;2.56
517;Joe Musgrove;30;SDP;NL;9;2;0.818;3.16;15;15;0;0;0;0;85.1;79;32;30;8;18;1;86;9;1;2;351;129;3.44;1.137;8.3;0.8;1.9;9.1;4.78
518;Parker Mushinski*;27;HOU;AL;0;0;0;4.15;4;0;0;0;0;0;4.1;6;2;2;0;2;0;6;3;0;0;24;109;3.98;1.846;12.5;0;4.2;12.5;3
519;James Naile;30;STL;NL;0;0;0;11.74;5;0;2;0;0;0;7.2;18;14;10;0;7;0;4;0;0;0;48;39;4.98;3.261;21.1;0;8.2;4.7;0.57
520;Andrew Nardi*;24;MIA;NL;6;1;0.857;3.19;41;0;8;0;0;2;36.2;30;14;13;7;11;2;48;1;0;0;149;137;4.13;1.118;7.4;1.7;2.7;11.8;4.36
521;Packy Naughton*;27;STL;NL;0;0;0;0;4;0;2;0;0;0;5;2;0;0;0;1;0;5;0;0;0;17;0;1.89;0.6;3.6;0;1.8;9;5
522;Zach Neal;34;OAK;AL;0;0;0;8.1;2;0;2;0;0;0;3.1;4;3;3;2;0;0;3;0;0;0;14;56;9.29;1.2;10.8;5.4;0;8.1;0
523;Kyle Nelson*;26;ARI;NL;4;2;0.667;2.97;43;1;4;0;0;0;36.1;35;15;12;6;9;0;48;1;0;1;153;144;3.62;1.211;8.7;1.5;2.2;11.9;5.33
524;Ryne Nelson;25;ARI;NL;6;5;0.545;4.82;20;20;0;0;0;0;106.1;117;59;57;16;30;0;73;1;1;5;454;88;4.75;1.382;9.9;1.4;2.5;6.2;2.43
525;Hector Neris;34;HOU;AL;5;2;0.714;1.51;44;0;4;0;0;2;41.2;24;8;7;5;20;0;49;2;0;3;165;279;4.08;1.056;5.2;1.1;4.3;10.6;2.45
526;Vinny Nittoli;32;NYM;NL;0;0;0;0;2;0;2;0;0;0;1.2;1;0;0;0;0;0;1;0;0;0;5;0;2.09;0.6;5.4;0;0;5.4;0
527;Stephen Nogosek;28;NYM;NL;0;1;0;5.61;13;0;1;0;0;0;25.2;28;16;16;6;14;0;25;2;0;2;118;74;6.25;1.636;9.8;2.1;4.9;8.8;1.79
528;Aaron Nola;30;PHI;NL;9;6;0.6;4.27;20;20;0;0;0;0;126.1;106;66;60;21;30;0;126;1;0;0;509;101;4.19;1.077;7.6;1.5;2.1;9;4.2
529;Sean Nolin*;33;MIA;NL;0;0;0;18;1;0;1;0;0;0;3;7;6;6;2;2;0;2;0;0;0;18;27;12.62;3;21;6;6;6;1
530;Daniel Norris*;30;CLE;AL;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;3;0;0;0;0;0;8;0;7.79;1.5;0;0;13.5;0;0
531;Bailey Ober;27;MIN;AL;6;4;0.6;2.74;15;15;0;0;0;0;88.2;69;28;27;9;18;0;84;4;0;1;345;158;3.46;0.981;7;0.9;1.8;8.5;4.67
532;Shohei Ohtani;28;LAA;AL;8;5;0.615;3.71;19;19;0;0;0;0;111.2;78;49;46;18;47;0;148;11;0;12;459;120;4.29;1.119;6.3;1.5;3.8;11.9;3.15
533;Steven Okert*;31;MIA;NL;3;1;0.75;3.34;40;1;7;0;0;0;35;23;14;13;5;14;0;48;1;0;0;140;131;3.69;1.057;5.9;1.3;3.6;12.3;3.43
534;Adam Oller;28;OAK;AL;1;1;0.5;10.07;9;1;2;0;0;0;19.2;29;24;22;5;12;0;13;1;0;1;101;41;7.26;2.085;13.3;2.3;5.5;5.9;1.08
535;Reese Olson;23;DET;AL;1;4;0.2;4.53;10;7;0;0;0;0;43.2;38;24;22;7;10;0;45;0;0;1;179;96;4;1.099;7.8;1.4;2.1;9.3;4.5
536;Kaleb Ort;31;BOS;AL;1;2;0.333;6.26;21;2;7;0;0;0;23;27;19;16;6;9;1;24;1;0;2;107;75;5.9;1.565;10.6;2.3;3.5;9.4;2.67
537;Oliver Ortega;26;MIN;AL;0;0;0;3.27;7;0;0;0;0;0;11;5;4;4;2;3;0;9;0;0;1;41;136;4.83;0.727;4.1;1.6;2.5;7.4;3
538;Luis Ortiz;27;PHI;NL;0;0;0;3.86;10;0;6;0;0;1;14;15;6;6;1;5;0;12;0;0;0;60;114;3.57;1.429;9.6;0.6;3.2;7.7;2.4
539;Luis Ortiz;24;PIT;NL;2;3;0.4;4.86;11;10;0;0;0;0;53.2;67;33;29;11;26;0;34;1;0;3;247;92;6.2;1.733;11.2;1.8;4.4;5.7;1.31
540;Adam Ottavino;37;NYM;NL;0;4;0;3.66;42;0;19;0;0;6;39.1;30;16;16;5;17;1;38;6;2;5;167;113;4.76;1.195;6.9;1.1;3.9;8.7;2.24
541;Glenn Otto;27;TEX;AL;0;0;0;10.8;4;0;1;0;0;0;8.1;10;10;10;4;5;0;9;0;0;0;40;42;9.17;1.8;10.8;4.3;5.4;9.7;1.8
542;Connor Overton;29;CIN;NL;0;1;0;11.45;3;3;0;0;0;0;11;19;14;14;3;7;0;9;0;0;0;55;42;7.11;2.364;15.5;2.5;5.7;7.4;1.29
543;Johan Oviedo;25;PIT;NL;3;11;0.214;4.77;20;20;0;0;0;0;111.1;106;63;59;13;46;1;101;6;1;3;493;94;4.39;1.365;8.6;1.1;3.7;8.2;2.2
544;Chris Owings;31;PIT;NL;0;0;0;0;1;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;6;0;3.29;2;18;0;0;0;0
545;Nicholas Padilla;26;CHW;AL;0;1;0;5.79;3;0;0;0;0;0;4.2;9;3;3;1;1;0;6;0;0;0;23;81;4.15;2.143;17.4;1.9;1.9;11.6;6
546;Emilio Pagán;32;MIN;AL;4;1;0.8;3.4;39;0;11;0;0;0;42.1;32;17;16;3;14;1;40;1;0;0;172;128;3.38;1.087;6.8;0.6;3;8.5;2.86
547;Daniel Palencia;23;CHC;NL;2;0;1;2.84;6;0;3;0;0;0;6.1;6;2;2;1;3;0;5;0;0;3;25;165;5.18;1.421;8.5;1.4;4.3;7.1;1.67
548;Andre Pallante;24;STL;NL;2;1;0.667;4.71;34;0;4;0;0;0;36.1;36;19;19;3;19;0;30;2;0;5;159;93;4.44;1.514;8.9;0.7;4.7;7.4;1.58
549;Thomas Pannone*;29;MIL;NL;0;0;0;6.75;1;0;0;0;0;0;2.2;5;2;2;0;1;0;4;0;0;2;14;73;1.41;2.25;16.9;0;3.4;13.5;4
550;Luis Patiño;23;TBR;AL;0;0;0;9;2;0;1;0;0;0;4;5;4;4;2;2;0;5;0;0;0;19;50;8.79;1.75;11.3;4.5;4.5;11.3;2.5
551;Spencer Patton;35;OAK;AL;0;0;0;6.75;4;0;1;0;0;0;5.1;5;4;4;2;1;0;1;0;0;0;22;64;8.35;1.125;8.4;3.4;1.7;1.7;1
552;James Paxton*;34;BOS;AL;6;2;0.75;3.46;12;12;0;0;0;0;65;47;27;25;9;18;0;75;2;0;1;258;135;3.7;1;6.5;1.2;2.5;10.4;4.17
553;Joel Payamps;29;MIL;NL;4;1;0.8;1.75;44;0;7;0;0;3;46.1;33;11;9;5;8;0;54;3;2;1;180;249;3.07;0.885;6.4;1;1.6;10.5;6.75
554;Nate Pearson;26;TOR;AL;5;2;0.714;4.75;29;0;5;0;0;1;36;31;21;19;6;11;2;36;3;0;3;151;89;4.62;1.167;7.8;1.5;2.8;9;3.27
555;Elvis Peguero;26;MIL;NL;1;2;0.333;2.77;37;0;5;0;0;1;39;28;13;12;1;15;0;34;4;0;0;157;158;3.34;1.103;6.5;0.2;3.5;7.8;2.27
556;Freddy Peralta;27;MIL;NL;6;8;0.429;4.72;19;19;0;0;0;0;103;89;60;54;18;43;0;118;6;0;3;442;92;4.7;1.282;7.8;1.6;3.8;10.3;2.74
557;Sammy Peralta*;25;CHW;AL;0;0;0;27;1;0;1;0;0;0;0.2;2;2;2;0;2;0;2;0;0;0;6;25;6.29;6;27;0;27;27;1
558;Wandy Peralta*;31;NYY;AL;3;1;0.75;2.37;45;0;10;0;0;4;38;26;12;10;3;21;0;30;4;2;1;160;180;4.71;1.237;6.2;0.7;5;7.1;1.43
559;Angel Perdomo*;29;PIT;NL;1;1;0.5;3.32;19;0;5;0;0;0;19;11;8;7;1;7;0;28;2;0;0;74;137;2.45;0.947;5.2;0.5;3.3;13.3;4
560;Carlos Pérez;32;OAK;AL;0;0;0;10.8;2;0;2;0;0;0;1.2;4;2;2;1;2;0;0;0;0;0;10;46;14.69;3.6;21.6;5.4;10.8;0;0
561;Cionel Pérez*;27;BAL;AL;3;1;0.75;4.68;36;0;7;0;0;0;32.2;39;20;17;2;19;2;26;2;1;0;157;90;4.42;1.776;10.7;0.6;5.2;7.2;1.37
562;Eury Pérez;20;MIA;NL;5;3;0.625;2.36;11;11;0;0;0;0;53.1;41;15;14;7;17;0;61;1;0;3;215;184;3.72;1.088;6.9;1.2;2.9;10.3;3.59
563;Martín Pérez*;32;TEX;AL;7;3;0.7;4.84;18;18;0;0;0;0;96.2;109;56;52;17;36;0;62;1;2;0;425;90;5.44;1.5;10.1;1.6;3.4;5.8;1.72
564;David Peterson*;27;NYM;NL;2;7;0.222;6.44;14;11;0;1;0;0;57.1;71;41;41;9;25;0;64;2;0;4;261;64;4.51;1.674;11.1;1.4;3.9;10;2.56
565;Jace Peterson;33;OAK;AL;0;0;0;9;2;0;2;0;0;0;2;3;2;2;1;3;0;1;0;0;0;12;54;13.29;3;13.5;4.5;13.5;4.5;0.33
566;Brandon Pfaadt;24;ARI;NL;0;4;0;8.81;7;7;0;0;0;0;31.2;42;31;31;12;10;0;27;2;0;0;146;49;7.65;1.642;11.9;3.4;2.8;7.7;2.7
567;Brett Phillips;29;LAA;AL;0;0;0;0;1;0;1;0;0;0;0.1;1;0;0;0;1;0;0;0;0;0;3;0;12.29;6;27;0;27;0;0
568;Evan Phillips;28;LAD;NL;1;3;0.25;2.41;39;0;20;0;0;12;37.1;22;10;10;3;9;0;44;2;0;1;140;185;2.86;0.83;5.3;0.7;2.2;10.6;4.89
569;Konnor Pilkington*;25;CLE;AL;0;0;0;0;1;0;1;0;0;0;2;1;0;0;0;1;0;2;0;0;0;8;0;2.79;1;4.5;0;4.5;9;2
570;Riley Pint;25;COL;NL;0;0;0;27;1;0;0;0;0;0;0.1;1;1;1;0;3;0;0;0;0;0;5;36;30.29;12;27;0;81;0;0
571;Nick Pivetta;30;BOS;AL;6;5;0.545;4.38;24;8;2;0;0;0;76;58;42;37;12;33;1;95;4;1;4;322;107;4.3;1.197;6.9;1.4;3.9;11.3;2.88
572;Zach Plesac;28;CLE;AL;1;1;0.5;7.59;5;5;0;0;0;0;21.1;37;20;18;3;5;0;14;0;0;0;105;55;4.51;1.969;15.6;1.3;2.1;5.9;2.8
573;Colin Poche*;29;TBR;AL;7;2;0.778;2;40;0;4;0;0;1;36;24;10;8;3;17;0;31;1;0;2;150;207;4.15;1.139;6;0.8;4.3;7.8;1.82
574;Zach Pop;26;TOR;AL;1;1;0.5;6.59;15;0;2;0;0;0;13.2;11;11;10;4;6;0;14;0;0;1;56;65;6.36;1.244;7.2;2.6;4;9.2;2.33
575;Ryan Pressly;34;HOU;AL;2;2;0.5;2.84;44;0;36;0;0;23;44.1;31;20;14;5;9;0;49;0;0;1;172;148;3.15;0.902;6.3;1;1.8;9.9;5.44
576;Quinn Priester;22;PIT;NL;0;1;0;11.81;1;1;0;0;0;0;5.1;7;7;7;2;2;0;2;0;0;0;25;40;8.54;1.688;11.8;3.4;3.4;3.4;1
577;Austin Pruitt;33;OAK;AL;2;6;0.25;3.96;28;5;7;0;0;0;36.1;37;18;16;5;7;1;21;0;0;1;149;103;4.5;1.211;9.2;1.2;1.7;5.2;3
578;A.J. Puk*;28;MIA;NL;4;4;0.5;4.26;33;0;27;0;0;15;31.2;30;19;15;5;6;1;39;1;0;1;136;103;3.54;1.137;8.5;1.4;1.7;11.1;6.5
579;Cal Quantrill;28;CLE;AL;2;6;0.25;6.45;13;13;0;0;0;0;67;83;49;48;8;22;0;38;5;0;4;307;64;4.92;1.567;11.1;1.1;3;5.1;1.73
580;Johan Quezada;28;MIA;NL;0;0;0;40.5;1;0;0;0;0;0;0.2;1;3;3;0;5;0;0;0;0;0;8;16;25.79;9;13.5;0;67.5;0;0
581;José Quijada*;27;LAA;AL;0;1;0;6;10;0;4;0;0;4;9;8;7;6;0;3;0;8;2;0;0;41;77;3.18;1.222;8;0;3;8;2.67
582;José Quintana*;34;NYM;NL;0;1;0;3.6;1;1;0;0;0;0;5;6;2;2;0;0;0;3;0;0;0;20;123;2.09;1.2;10.8;0;0;5.4;0
